id,carat,cut,color,clarity,depth,table,x,y,z,price
28667,0.3,Ideal,E,VS1,62.5,56.0,4.3,4.28,2.68,665.67
28668,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,963.29
28669,2.1,Ideal,H,SI1,62.9,57.0,8.19,8.12,5.13,983.35
28670,0.41,Ideal,G,VVS1,62.1,55.0,4.79,4.74,2.96,711.48
28671,0.7,Ideal,E,SI1,62.7,55.0,5.68,5.74,3.58,792.8
28672,1.13,Premium,H,SI1,62.3,58.0,6.67,6.68,4.16,853.72
28673,0.71,Premium,H,SI1,62.4,62.0,5.67,5.64,3.53,769.94
28674,0.4,Ideal,G,VVS2,61.1,57.0,4.72,4.78,2.9,681.89
28675,0.38,Ideal,E,VVS2,62.4,56.0,4.69,4.63,2.91,700.03
28676,1.5,Premium,G,VS2,58.4,58.0,7.54,7.5,4.39,932.27
28677,0.35,Very Good,H,SI2,63.2,61.0,4.49,4.47,2.83,631.17
28678,0.4,Good,D,SI2,64.0,56.0,4.64,4.7,2.99,639.53
28679,0.3,Ideal,D,VS2,60.8,57.0,4.31,4.34,2.63,656.53
28680,1.01,Very Good,I,SI1,63.4,55.0,6.39,6.35,4.04,833.93
28681,0.5,Premium,D,VS2,62.2,60.0,5.15,5.05,3.17,726.61
28682,0.32,Very Good,D,SI1,62.6,58.0,4.33,4.36,2.72,637.84
28683,0.5,Ideal,H,VS2,61.7,55.0,5.11,5.14,3.16,739.39
28684,0.33,Ideal,H,SI1,63.0,57.0,4.41,4.39,2.77,641.35
28685,1.06,Good,H,SI1,57.2,60.0,6.84,6.74,3.88,830.89
28686,0.39,Ideal,E,VS2,60.8,57.0,4.73,4.75,2.88,677.42
28687,0.57,Ideal,F,VS1,62.6,56.0,5.33,5.27,3.32,762.66
28688,0.59,Very Good,F,SI1,62.4,59.0,5.33,5.37,3.34,728.07
28689,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,958.83
28690,0.3,Ideal,H,IF,62.5,56.0,4.31,4.33,2.7,663.86
28691,0.3,Very Good,F,IF,62.0,55.0,4.33,4.35,2.69,678.67
28692,0.38,Ideal,E,VS1,62.2,55.0,4.63,4.67,2.89,676.39
28693,0.3,Ideal,G,SI1,62.3,56.0,4.29,4.31,2.68,616.75
28694,0.83,Ideal,D,SI1,61.3,56.0,6.04,6.06,3.71,829.15
28695,1.04,Premium,F,SI1,59.5,60.0,6.62,6.59,3.93,867.97
28696,0.53,Very Good,D,SI2,62.9,54.0,5.13,5.17,3.24,718.08
28697,0.85,Fair,H,I1,71.2,54.0,5.77,5.65,4.07,714.99
28698,1.04,Premium,G,VVS2,61.8,58.0,6.51,6.47,4.01,899.94
28699,0.32,Premium,E,VS2,62.6,58.0,4.4,4.36,2.74,680.24
28700,1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,858.65
28701,1.52,Premium,F,SI1,62.6,59.0,7.36,7.27,4.58,937.1
28702,0.71,Ideal,F,VS1,61.5,57.0,5.74,5.71,3.52,795.12
28703,0.91,Ideal,G,SI1,62.0,56.0,6.19,6.22,3.85,850.15
28704,0.7,Good,D,SI1,63.6,60.0,5.59,5.51,3.51,782.88
28705,0.32,Ideal,F,VS2,62.3,56.0,4.37,4.4,2.73,646.93
28706,0.31,Premium,F,VS2,62.7,59.0,4.34,4.3,2.71,668.71
28707,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,841.54
28708,0.38,Ideal,G,SI1,60.9,56.0,4.71,4.68,2.86,675.11
28709,1.36,Premium,I,VS2,61.9,56.0,7.17,7.08,4.41,886.84
28710,1.2,Premium,G,SI1,62.7,58.0,6.71,6.66,4.19,877.2
28711,0.5,Good,F,VS2,63.3,60.0,4.99,5.03,3.17,724.06
28712,1.0,Fair,H,VVS2,65.1,57.0,6.27,6.23,4.07,836.92
28713,1.21,Very Good,H,SI1,63.3,57.0,6.77,6.7,4.26,870.91
28714,0.59,Premium,I,IF,61.2,58.0,5.41,5.38,3.3,758.32
28715,1.01,Ideal,D,SI2,62.0,57.0,6.42,6.38,3.97,835.28
28716,1.15,Premium,G,I1,61.2,58.0,6.8,6.74,4.14,818.14
28717,0.36,Premium,F,SI1,60.3,58.0,4.65,4.6,2.79,664.64
28718,0.34,Ideal,D,I1,61.4,55.0,4.5,4.52,2.77,602.34
28719,0.34,Ideal,D,SI1,62.7,56.0,4.45,4.48,2.8,643.94
28720,0.41,Very Good,H,VS1,62.8,59.0,4.73,4.64,2.94,671.78
28721,0.3,Premium,G,SI2,62.7,55.0,4.29,4.26,2.68,611.37
28722,0.31,Ideal,F,IF,62.2,56.0,4.31,4.34,2.69,688.65
28723,0.7,Very Good,E,SI1,59.1,63.0,5.89,5.81,3.46,768.89
28724,0.72,Premium,J,SI1,62.0,58.0,5.77,5.74,3.57,753.85
28725,0.5,Fair,D,SI1,65.1,58.0,5.0,4.96,3.24,718.77
28726,1.02,Very Good,F,VS1,61.3,59.0,6.45,6.51,3.97,882.25
28727,1.6,Ideal,I,SI2,61.9,57.0,7.48,7.51,4.64,903.32
28728,0.41,Ideal,F,VVS2,61.2,56.0,4.8,4.78,2.93,708.34
28729,1.2,Premium,J,SI1,61.5,59.0,6.84,6.81,4.2,844.61
28730,0.92,Very Good,F,VS1,61.0,60.0,6.25,6.27,3.82,851.84
28731,1.41,Good,D,SI2,63.9,60.0,7.08,7.0,4.5,892.28
28732,0.71,Ideal,H,VS2,60.9,55.0,5.76,5.74,3.5,780.38
28733,0.47,Very Good,H,VS2,57.2,60.0,5.18,5.21,2.97,707.16
28734,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,607.53
28735,0.42,Ideal,I,SI1,62.3,54.0,4.82,4.84,3.01,648.31
28736,0.34,Ideal,D,VS2,61.9,55.0,4.49,4.52,2.79,668.71
28737,0.43,Premium,F,VS2,59.8,58.0,4.94,4.89,2.94,687.52
28738,1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29,876.2
28739,0.4,Premium,F,SI1,61.7,59.0,4.75,4.72,2.92,664.51
28740,0.41,Ideal,D,VVS1,61.7,55.0,4.77,4.8,2.95,722.69
28741,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,777.32
28742,0.7,Good,F,SI1,63.1,57.0,5.61,5.65,3.55,767.83
28743,0.51,Ideal,I,VS1,61.8,56.0,5.1,5.13,3.16,717.09
28744,1.02,Ideal,F,SI2,62.1,56.0,6.44,6.41,3.99,835.18
28745,1.55,Premium,D,VS2,61.5,58.0,7.51,7.48,4.61,968.89
28746,0.32,Premium,G,VS2,62.5,58.0,4.38,4.36,2.73,657.93
28747,1.08,Very Good,F,SI1,62.9,57.0,6.53,6.54,4.11,852.0
28748,0.39,Ideal,D,VVS2,62.1,56.0,4.65,4.69,2.9,710.0
28749,0.7,Very Good,F,VS2,61.1,62.0,5.64,5.69,3.46,771.87
28750,1.26,Very Good,F,VS1,62.5,58.0,6.83,6.94,4.3,923.83
28751,1.22,Very Good,E,SI2,63.3,56.0,6.78,6.75,4.28,865.5
28752,0.31,Ideal,G,VS1,61.3,55.0,4.39,4.42,2.7,646.93
28753,1.21,Ideal,H,VS2,62.9,55.0,6.77,6.8,4.27,892.44
28754,1.22,Ideal,G,VS2,60.1,57.0,6.96,7.01,4.2,920.57
28755,0.3,Ideal,E,SI1,61.7,55.0,4.33,4.36,2.68,646.15
28756,1.19,Ideal,D,SI2,60.4,55.0,6.91,6.89,4.17,861.32
28757,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,934.38
28758,0.58,Ideal,F,VS1,62.2,55.0,5.34,5.37,3.33,754.91
28759,1.2,Very Good,G,VS2,63.2,56.0,6.82,6.75,4.29,904.68
28760,0.54,Ideal,E,VS1,61.0,56.0,5.24,5.35,3.23,756.99
28761,0.32,Premium,G,VS2,60.1,61.0,4.44,4.41,2.66,651.03
28762,1.16,Ideal,H,SI1,64.2,59.0,6.66,6.61,4.26,859.62
28763,0.61,Very Good,I,VS2,62.4,57.0,5.4,5.43,3.38,736.01
28764,1.58,Ideal,I,SI1,61.7,56.0,7.47,7.5,4.62,931.56
28765,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,896.23
28766,1.2,Good,I,VS1,59.6,61.0,6.84,6.89,4.09,866.87
28767,0.4,Ideal,G,SI2,62.1,53.0,4.75,4.78,2.96,635.09
28768,0.54,Ideal,F,VVS1,61.8,56.0,5.23,5.26,3.24,796.62
28769,0.4,Premium,E,SI2,60.5,59.0,4.78,4.74,2.88,671.05
28770,1.62,Ideal,F,SI1,62.7,56.0,7.5,7.44,4.68,945.94
28771,0.7,Ideal,J,SI2,61.6,57.0,5.73,5.69,3.52,762.41
28772,0.87,Ideal,H,SI2,62.7,56.0,6.16,6.13,3.85,794.31
28773,0.7,Premium,G,VS2,63.0,57.0,5.67,5.6,3.55,777.53
28774,1.18,Ideal,G,SI1,62.0,56.0,6.76,6.79,4.2,884.79
28775,0.56,Very Good,G,VS1,59.9,60.0,5.37,5.41,3.23,755.59
28776,1.07,Very Good,G,VS1,62.8,58.0,6.48,6.52,4.08,887.74
28777,0.4,Fair,G,VS2,64.6,55.0,4.62,4.64,2.99,658.2
28778,1.51,Premium,H,SI1,62.0,58.0,7.38,7.34,4.56,916.02
28779,0.55,Very Good,I,SI2,61.5,60.0,5.23,5.25,3.22,699.12
28780,1.5,Premium,E,VS2,62.3,60.0,7.27,7.2,4.51,955.95
28781,0.54,Ideal,J,VS1,61.0,56.1,5.25,5.28,3.21,712.29
28782,0.37,Ideal,H,VS2,60.7,58.0,4.64,4.68,2.83,640.19
28783,0.38,Ideal,F,VS2,62.0,56.0,4.63,4.66,2.88,668.46
28784,1.19,Ideal,H,SI1,62.0,56.4,6.77,6.81,4.2,874.43
28785,0.7,Ideal,E,SI1,61.4,57.0,5.71,5.75,3.52,788.46
28786,0.25,Ideal,E,VS2,62.1,57.0,4.01,4.05,2.5,628.23
28787,1.01,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,849.25
28788,1.51,Ideal,G,VS1,60.8,54.0,7.4,7.48,4.52,959.78
28789,0.38,Premium,G,VS2,59.2,60.0,4.73,4.7,2.79,689.06
28790,1.12,Good,I,VS2,63.8,55.0,6.63,6.57,4.21,848.74
28791,0.5,Very Good,H,VS2,63.0,55.0,5.05,5.08,3.19,709.75
28792,0.3,Premium,D,VS1,61.2,59.0,4.34,4.29,2.64,659.58
28793,0.4,Premium,I,VVS1,62.7,59.0,4.67,4.71,2.94,673.58
28794,1.01,Ideal,F,VVS2,61.8,56.0,6.46,6.49,4.0,905.16
28795,0.71,Ideal,E,SI1,61.7,56.0,5.74,5.77,3.55,782.16
28796,0.81,Very Good,G,SI1,62.3,59.0,5.93,5.98,3.71,803.75
28797,0.3,Ideal,E,SI1,62.2,55.0,4.29,4.33,2.68,621.26
28798,0.9,Very Good,G,VS1,62.7,56.0,6.1,6.14,3.84,847.22
28799,0.51,Ideal,F,VVS1,60.9,57.0,5.16,5.21,3.16,769.98
28800,0.3,Ideal,E,VS2,61.5,55.0,4.31,4.34,2.66,648.92
28801,0.3,Premium,I,VVS2,61.9,61.0,4.32,4.28,2.66,651.47
28802,0.32,Premium,G,IF,59.9,58.0,4.42,4.43,2.65,686.07
28803,0.32,Ideal,E,VS2,62.1,54.0,4.4,4.42,2.74,655.39
28804,1.01,Premium,G,VVS2,61.4,58.0,6.46,6.51,3.98,883.1
28805,2.02,Very Good,F,SI1,60.1,60.0,8.21,8.29,4.96,977.89
28806,0.41,Ideal,F,VVS2,61.7,57.0,4.73,4.8,2.94,701.66
28807,0.96,Fair,F,SI2,68.2,61.0,6.07,5.88,4.1,796.1
28808,0.39,Very Good,I,VS2,62.9,57.0,4.64,4.68,2.93,647.7
28809,0.72,Ideal,H,SI1,62.2,58.0,5.72,5.76,3.57,780.71
28810,1.21,Premium,I,SI1,60.6,56.0,6.97,6.89,4.2,862.26
28811,0.55,Very Good,E,VVS2,59.9,58.0,5.29,5.33,3.18,788.46
28812,1.01,Very Good,D,SI2,61.5,56.0,6.39,6.46,3.95,845.94
28813,1.2,Very Good,H,SI2,60.2,58.0,6.88,6.94,4.16,859.56
28814,1.1,Very Good,H,SI1,61.6,56.0,6.61,6.66,4.09,848.2
28815,0.5,Very Good,G,VS1,59.4,60.0,5.13,5.17,3.06,739.26
28816,0.3,Ideal,F,VS1,61.2,57.0,4.32,4.34,2.65,643.13
28817,0.64,Good,J,SI2,64.7,54.0,5.39,5.43,3.5,703.97
28818,1.5,Ideal,I,I1,61.3,57.0,7.36,7.39,4.52,862.93
28819,0.3,Ideal,D,VS2,61.2,57.0,4.29,4.34,2.64,650.73
28820,0.33,Premium,H,VS1,61.5,58.0,4.46,4.39,2.72,661.07
28821,0.52,Very Good,E,VS2,63.3,56.0,5.12,5.08,3.23,742.06
28822,1.14,Premium,J,SI1,62.4,59.0,6.7,6.62,4.16,824.06
28823,0.31,Very Good,H,VS1,61.8,61.0,4.32,4.36,2.68,629.89
28824,0.52,Ideal,G,SI2,61.1,56.0,5.19,5.22,3.18,700.31
28825,0.33,Ideal,E,VS2,62.1,56.0,4.4,4.45,2.75,658.34
28826,0.32,Ideal,D,SI2,62.6,56.0,4.4,4.38,2.75,641.67
28827,0.91,Premium,D,SI1,59.0,61.0,6.35,6.29,3.73,844.74
28828,0.41,Ideal,J,VS2,61.8,55.0,4.78,4.81,2.96,645.68
28829,0.38,Premium,D,SI1,62.2,58.0,4.63,4.57,2.86,684.69
28830,0.34,Ideal,H,VS1,62.7,57.0,4.48,4.45,2.8,663.99
28831,1.5,Good,J,SI1,64.0,56.0,7.21,7.16,4.6,868.51
28832,0.39,Good,D,VVS2,63.6,60.2,4.58,4.62,2.93,713.49
28833,0.4,Premium,D,VS1,60.9,58.0,4.78,4.81,2.92,702.38
28834,0.79,Premium,F,SI1,62.8,55.0,5.94,5.88,3.71,788.46
28835,1.01,Ideal,H,SI1,60.2,56.0,6.47,6.42,3.88,834.07
28836,0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6,810.59
28837,0.31,Premium,G,VS1,63.0,57.0,4.32,4.28,2.71,668.71
28838,0.77,Premium,G,SI2,61.9,59.0,5.88,5.84,3.63,777.95
28839,1.11,Very Good,E,SI2,60.0,61.0,6.66,6.71,4.01,833.57
28840,0.4,Premium,H,SI1,62.7,58.0,4.65,4.69,2.93,650.13
28841,0.41,Premium,E,VVS2,60.9,56.0,4.84,4.78,2.93,711.56
28842,1.34,Premium,G,SI2,60.1,61.0,7.11,7.06,4.26,850.77
28843,0.3,Ideal,E,VS2,61.8,57.0,4.28,4.3,2.65,640.19
28844,0.32,Ideal,H,VVS1,62.0,55.0,4.42,4.45,2.75,656.24
28845,2.03,Ideal,J,VS2,62.1,57.0,8.15,8.08,5.04,953.82
28846,0.54,Premium,D,SI1,60.0,58.0,5.3,5.26,3.17,741.88
28847,1.56,Ideal,H,SI2,62.3,55.0,7.39,7.35,4.59,881.22
28848,0.36,Good,H,SI1,63.6,57.0,4.53,4.49,2.87,649.98
28849,0.3,Very Good,I,VS1,61.8,63.0,4.26,4.29,2.64,609.13
28850,0.27,Very Good,F,VVS2,61.3,57.0,4.14,4.18,2.54,652.5
28851,0.5,Premium,E,VS2,62.1,62.0,5.1,5.08,3.16,735.18
28852,0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,708.34
28853,0.23,Premium,H,VVS2,59.2,61.0,4.04,4.0,2.38,621.46
28854,0.32,Premium,G,SI2,62.4,59.0,4.4,4.35,2.73,629.16
28855,1.5,Good,H,SI1,64.3,60.0,7.23,7.14,4.62,920.49
28856,0.51,Very Good,H,VS2,59.8,57.0,5.22,5.25,3.13,713.17
28857,1.53,Premium,J,VS2,62.9,59.0,7.34,7.31,4.61,892.98
28858,0.39,Very Good,J,VS1,61.0,62.0,4.66,4.71,2.86,642.32
28859,1.09,Premium,D,SI2,61.3,58.0,6.65,6.62,4.07,852.56
28860,0.52,Very Good,E,VS2,60.3,60.0,5.17,5.21,3.13,743.19
28861,0.32,Ideal,G,SI1,61.6,57.0,4.42,4.38,2.71,641.67
28862,0.53,Ideal,H,VVS1,61.2,56.0,5.25,5.27,3.22,751.86
28863,0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,631.54
28864,1.51,Premium,H,VS2,58.7,61.0,7.51,7.45,4.39,906.3
28865,1.53,Ideal,F,SI1,62.0,56.0,7.43,7.38,4.59,932.63
28866,0.74,Premium,E,VS1,60.9,62.0,5.83,5.8,3.54,800.6
28867,1.52,Ideal,F,SI1,62.2,56.0,7.41,7.31,4.58,940.78
28868,1.33,Very Good,I,VS2,62.5,61.0,6.99,7.02,4.38,873.28
28869,1.02,Ideal,I,VS2,61.5,57.0,6.49,6.45,3.98,844.72
28870,0.36,Premium,D,VS2,61.0,59.0,4.61,4.57,2.8,699.76
28871,0.54,Ideal,G,VVS2,62.1,56.0,5.19,5.22,3.23,759.34
28872,0.41,Good,D,SI1,63.2,57.0,4.73,4.77,3.0,660.39
28873,1.12,Premium,G,VS2,60.7,53.0,6.81,6.7,4.1,882.08
28874,1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,892.43
28875,1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,837.12
28876,0.32,Ideal,F,VS2,61.4,55.0,4.43,4.46,2.73,666.06
28877,0.26,Ideal,I,VS1,61.9,56.0,4.08,4.16,2.55,588.05
28878,1.01,Premium,E,VS2,60.9,58.0,6.53,6.47,3.96,892.56
28879,0.28,Premium,E,VVS2,60.1,59.0,4.26,4.22,2.55,671.9
28880,0.72,Ideal,E,VS2,61.4,56.0,5.78,5.8,3.55,818.9
28881,0.43,Very Good,E,VS2,62.2,58.0,4.81,4.87,3.01,676.73
28882,1.1,Very Good,F,VVS1,59.8,54.0,6.74,6.77,4.04,927.81
28883,0.26,Very Good,F,VVS1,61.3,58.0,4.13,4.16,2.54,633.15
28884,0.31,Premium,D,SI1,60.6,59.0,4.35,4.39,2.65,627.85
28885,1.07,Premium,I,SI1,60.7,61.0,6.6,6.55,3.99,836.96
28886,1.2,Good,J,SI2,63.3,54.4,6.72,6.78,4.27,844.66
28887,1.03,Premium,H,SI1,59.2,60.0,6.62,6.58,3.91,853.8
28888,0.54,Very Good,G,SI1,63.2,56.0,5.19,5.16,3.27,723.63
28889,0.91,Good,G,SI2,63.3,57.0,6.08,6.12,3.86,811.37
28890,0.34,Ideal,E,SI1,62.2,55.0,4.49,4.45,2.78,663.99
28891,2.0,Premium,H,SI2,60.7,60.0,8.11,8.07,4.91,964.54
28892,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,606.84
28893,0.93,Premium,G,SI2,60.8,59.0,6.35,6.28,3.84,818.7
28894,0.45,Good,E,SI2,64.1,62.0,4.82,4.75,3.07,652.21
28895,0.72,Ideal,G,VS1,62.4,59.0,5.71,5.74,3.57,801.8
28896,0.32,Very Good,E,SI1,63.5,56.0,4.38,4.34,2.77,651.03
28897,0.7,Very Good,G,SI1,61.7,56.0,5.66,5.75,3.52,774.5
28898,0.52,Ideal,F,VVS2,60.8,55.0,5.21,5.25,3.19,776.6
28899,0.7,Very Good,F,VS2,62.4,57.0,5.67,5.71,3.55,799.16
28900,0.56,Ideal,F,VS1,61.7,55.1,5.29,5.33,3.27,759.14
28901,0.32,Very Good,E,SI1,63.1,56.0,4.39,4.36,2.76,657.93
28902,0.31,Very Good,H,VS2,60.5,63.0,4.37,4.33,2.63,644.25
28903,0.38,Very Good,E,VVS1,62.4,57.0,4.62,4.71,2.91,700.12
28904,0.31,Ideal,I,SI1,63.0,57.0,4.34,4.32,2.73,625.96
28905,0.51,Very Good,D,SI2,60.3,57.0,5.15,5.17,3.11,709.34
28906,0.31,Good,H,VS1,57.5,60.0,4.46,4.51,2.58,607.53
28907,0.56,Ideal,E,SI2,61.9,55.0,5.32,5.34,3.3,716.7
28908,1.09,Very Good,G,VVS2,59.8,61.0,6.64,6.7,3.99,893.37
28909,0.93,Ideal,I,SI1,62.5,55.0,6.23,6.29,3.91,825.74
28910,0.31,Ideal,F,VVS1,60.7,56.0,4.4,4.37,2.66,677.76
28911,0.51,Very Good,E,VVS2,61.4,59.0,5.1,5.16,3.15,770.12
28912,0.51,Premium,F,SI2,58.1,59.0,5.26,5.24,3.05,695.84
28913,0.54,Premium,F,VS2,58.2,60.0,5.39,5.34,3.12,741.88
28914,0.7,Very Good,I,SI2,63.2,60.0,5.62,5.55,3.53,742.18
28915,1.51,Premium,F,SI1,62.0,57.0,7.36,7.28,4.54,899.13
28916,0.5,Premium,G,VVS2,61.6,60.0,5.1,5.13,3.15,751.64
28917,0.5,Good,F,VS2,63.8,55.0,5.03,5.06,3.22,726.96
28918,0.33,Ideal,I,SI2,61.2,56.0,4.49,4.5,2.75,599.89
28919,0.34,Ideal,E,VVS2,62.3,55.0,4.49,4.53,2.81,671.66
28920,0.31,Ideal,F,VS1,61.1,57.0,4.34,4.36,2.66,659.17
28921,1.58,Ideal,H,VVS2,62.0,56.0,7.44,7.49,4.63,946.48
28922,1.7,Premium,I,SI1,59.7,60.0,7.77,7.72,4.62,925.92
28923,0.74,Ideal,D,VS2,62.2,56.0,5.79,5.81,3.61,814.73
28924,0.41,Ideal,G,VVS1,61.5,57.0,4.79,4.82,2.95,702.38
28925,1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,979.53
28926,1.5,Good,G,SI1,60.2,61.0,7.27,7.32,4.39,919.95
28927,1.1,Ideal,F,SI2,60.4,55.0,6.73,6.77,4.08,847.82
28928,0.41,Very Good,E,VVS2,61.6,60.0,4.75,4.77,2.93,713.01
28929,0.26,Premium,E,VVS1,61.8,58.0,4.11,4.14,2.55,639.53
28930,1.01,Premium,E,SI2,62.3,55.0,6.35,6.29,3.94,820.9
28931,1.01,Fair,I,VS1,64.9,58.0,6.17,6.22,4.02,835.77
28932,1.09,Very Good,F,SI1,62.3,57.0,6.55,6.61,4.1,862.52
28933,0.53,Ideal,I,SI1,61.6,56.6,5.19,5.21,3.21,702.73
28934,1.16,Fair,H,SI2,66.3,57.0,6.56,6.5,4.33,834.81
28935,0.55,Premium,D,VVS2,58.7,57.0,5.44,5.39,3.18,775.41
28936,0.5,Ideal,D,VS1,61.9,55.0,5.09,5.12,3.16,756.89
28937,1.06,Premium,F,VS2,61.8,60.0,6.58,6.53,4.05,880.58
28938,0.34,Premium,I,SI1,60.0,58.0,4.55,4.51,2.72,637.84
28939,0.59,Premium,D,SI1,62.3,54.0,5.41,5.38,3.36,755.59
28940,0.72,Good,I,SI1,63.6,59.0,5.61,5.58,3.56,755.43
28941,0.3,Ideal,F,IF,60.7,56.0,4.35,4.38,2.65,703.09
28942,0.42,Ideal,G,VVS1,60.0,57.0,4.84,4.86,2.91,707.24
28943,0.3,Premium,G,IF,61.6,60.0,4.32,4.29,2.65,686.28
28944,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,673.1
28945,0.7,Very Good,G,SI1,63.5,61.0,5.64,5.61,3.57,768.89
28946,1.25,Ideal,H,VS2,60.0,56.0,7.04,6.99,4.21,884.56
28947,0.53,Ideal,G,VVS1,60.8,56.0,5.22,5.24,3.18,760.34
28948,2.0,Premium,G,SI2,60.7,60.0,8.13,8.07,4.92,929.04
28949,0.38,Premium,F,VVS1,61.6,58.0,4.63,4.66,2.86,709.01
28950,1.32,Very Good,G,SI2,62.9,57.0,6.94,6.98,4.38,874.74
28951,0.72,Ideal,E,SI2,61.3,55.0,5.75,5.84,3.55,778.36
28952,0.3,Ideal,F,SI1,62.8,56.0,4.26,4.24,2.67,646.3
28953,0.7,Premium,G,SI1,60.3,58.0,5.73,5.77,3.47,768.25
28954,1.81,Fair,J,I1,68.0,57.0,7.43,7.39,5.04,867.57
28955,0.62,Premium,F,VS1,60.1,58.0,5.56,5.48,3.32,757.15
28956,0.55,Ideal,E,SI1,60.9,56.0,5.28,5.32,3.23,727.79
28957,0.51,Premium,F,SI2,58.9,60.0,5.24,5.19,3.07,708.59
28958,1.8,Premium,I,SI1,61.9,60.0,7.78,7.74,4.8,938.83
28959,0.77,Very Good,I,SI2,60.8,56.0,5.89,5.92,3.59,767.74
28960,0.33,Premium,F,SI1,60.9,59.0,4.45,4.42,2.7,655.82
28961,1.22,Premium,H,VS2,60.8,59.0,6.93,6.86,4.19,889.7
28962,1.18,Ideal,G,VS2,60.9,56.0,6.8,6.85,4.16,891.45
28963,1.2,Premium,G,VS2,59.6,58.0,6.94,6.89,4.12,888.99
28964,0.5,Premium,G,VS1,59.4,60.0,5.17,5.13,3.06,746.51
28965,0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27,745.41
28966,0.4,Ideal,F,VS1,62.4,53.0,4.72,4.76,2.96,682.11
28967,0.54,Premium,F,SI2,61.2,60.0,5.26,5.16,3.19,692.07
28968,0.57,Ideal,F,VS2,61.7,57.0,5.33,5.36,3.3,746.97
28969,1.62,Premium,G,VS1,60.7,58.0,7.62,7.54,4.6,957.82
28970,0.54,Ideal,D,VS2,61.1,57.0,5.29,5.19,3.2,759.74
28971,0.5,Ideal,D,VS2,61.9,59.0,5.07,5.1,3.15,744.54
28972,0.76,Premium,E,SI2,61.5,58.0,5.86,5.81,3.59,789.66
28973,2.0,Fair,F,I1,64.9,57.0,7.99,7.82,5.14,888.99
28974,0.55,Good,E,SI1,63.3,54.0,5.21,5.24,3.31,703.7
28975,0.41,Ideal,G,VVS2,60.9,56.0,4.81,4.84,2.94,686.69
28976,0.74,Very Good,I,VS1,62.3,60.0,5.78,5.8,3.61,782.04
28977,1.02,Premium,G,VS1,61.0,61.0,6.58,6.53,4.0,887.19
28978,0.55,Ideal,H,VVS1,60.5,57.0,5.32,5.35,3.23,746.22
28979,1.91,Good,I,SI2,62.8,58.0,7.82,7.89,4.93,929.99
28980,1.1,Ideal,G,SI1,62.3,56.0,6.64,6.58,4.12,856.14
28981,0.71,Ideal,D,VS2,61.5,55.0,5.75,5.79,3.55,810.14
28982,1.0,Good,H,SI2,63.0,56.0,6.31,6.38,4.0,831.41
28983,0.52,Ideal,G,VVS2,62.4,55.0,5.17,5.19,3.23,755.54
28984,1.31,Good,H,SI1,57.9,62.0,7.18,7.25,4.18,883.3
28985,0.52,Ideal,F,VS2,63.0,56.0,5.16,5.1,3.23,738.09
28986,0.7,Ideal,D,VS2,62.8,57.0,5.69,5.75,3.59,800.57
28987,0.41,Ideal,D,SI2,62.6,57.0,4.77,4.72,2.97,673.46
28988,1.6,Premium,I,SI1,60.3,59.0,7.56,7.61,4.57,908.34
28989,0.31,Premium,G,VS1,62.2,58.0,4.34,4.38,2.71,643.78
28990,0.31,Very Good,E,SI1,63.1,54.0,4.34,4.31,2.73,654.82
28991,0.7,Very Good,J,SI2,63.6,56.0,5.57,5.63,3.56,738.34
28992,1.01,Premium,G,VVS2,63.0,59.0,6.38,6.25,3.98,890.46
28993,0.43,Ideal,G,VVS2,61.9,55.0,4.84,4.86,3.0,696.22
28994,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,865.03
28995,0.7,Very Good,F,SI1,59.8,59.0,5.74,5.8,3.45,778.36
28996,0.31,Premium,G,VS1,59.9,59.0,4.44,4.41,2.65,642.49
28997,1.11,Very Good,G,VS2,60.8,58.0,6.65,6.7,4.06,879.38
28998,1.12,Ideal,G,VS1,62.5,54.0,6.65,6.69,4.17,903.53
28999,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,643.78
29000,0.9,Good,D,SI1,63.5,57.0,6.11,6.15,3.89,838.5
29001,0.57,Premium,I,SI2,62.1,57.0,5.33,5.29,3.3,700.03
